"id","time_created","time_updated","company_id","check_form_type_id","pay_after_discount_date","reset_expense","use_rebates_indicator","trade_company_indicator","print_currency_indicator_type_id","lock_inventory_indicator","purchase_order_number_required_indicator_type_id","general_ledger_inventory_clearing_account_id","general_ledger_inventory_account_id"
"e829a5d0-05d9-11ec-a648-005056bb008a","2021-08-25 19:23:20.272852","2021-08-25 19:23:20.272852","157dcbe8-05d9-11ec-882f-005056bb008a","2","true","true","true","false","1","true","1","e5c5a24e-05d9-11ec-a4e9-005056bb008a","e5c5fb86-05d9-11ec-a538-005056bb008a"
"e877daac-05d9-11ec-b0e8-005056bb008a","2021-08-25 19:23:20.785386","2021-08-25 19:23:20.785386","15c8bdba-05d9-11ec-a4c4-005056bb008a","2","true","true","false","false","1","true","3","e62f7a70-05d9-11ec-9f84-005056bb008a","e62fb328-05d9-11ec-9fb4-005056bb008a"
